collection_week,state,hospital_name,city,zip,fips_code,hosp_00-17_7_day_sum,hosp_18-19_7_day_sum,hosp_20-29_7_day_sum,hosp_30-39_7_day_sum,hosp_40-49_7_day_sum,hosp_50-59_7_day_sum,hosp_60-69_7_day_sum,hosp_70-79_7_day_sum,hosp_80+_7_day_sum,hosp_all_ages_7_day_sum
2021-03-19,MA,WHITTIER REHABILITATION HOSPITAL - BRADFORD,BRADFORD,01835,25009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-19,MA,LAWRENCE GENERAL HOSPITAL,LAWRENCE,01842,25009,0.0,0.0,0.0,0.0,0.96,4.47,9.0,0.9566666666666667,1.0133333333333334,16.4
2021-03-19,MA,ANNA JAQUES HOSPITAL,NEWBURYPORT,01950,25009,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.48333333333333334,0.0,0.9733333333333334
2021-03-19,MA,BAYSTATE FRANKLIN MEDICAL CENTER,GREENFIELD,01301,25011,0.0,0.0,0.0,0.0,0.0,0.0,1.0233333333333334,0.53,0.4866666666666667,2.04
2021-03-19,MA,WESTERN MASSACHUSETTS HOSPITAL,WESTFIELD,01085,25013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-19,MA,HOLYOKE MEDICAL CENTER,HOLYOKE,01040,25013,0.0,0.0,0.0,0.0,0.53,0.0,0.47,0.0,0.0,1.0
2021-03-19,MA,BAYSTATE MEDICAL CENTER,SPRINGFIELD,01199,25013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-19,MA,BAYSTATE NOBLE HOSPITAL,WESTFIELD,01085,25013,0.0,0.0,0.0,0.0,0.0,0.49,0.5233333333333333,0.5,0.51,2.0233333333333334
2021-03-19,MA,MERCY MEDICAL CTR,SPRINGFIELD,01104,25013,0.0,0.0,0.0,1.0166666666666666,0.0,4.493333333333333,0.0,1.0066666666666666,5.496666666666667,12.013333333333334
2021-03-19,MA,SHRINERS' HOSPITAL FOR CHILDREN (THE),SPRINGFIELD,01104,25013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-19,MA,BAYSTATE WING HOSPITAL AND MEDICAL CENTERS,PALMER,01069,25013,0.0,0.0,0.5266666666666666,0.5433333333333333,0.95,0.98,7.516666666666667,5.486666666666666,1.0633333333333332,17.066666666666666
2021-03-19,MA,"COOLEY DICKINSON HOSPITAL INC,THE",NORTHAMPTON,01060,25015,0.0,0.0,0.0,0.5466666666666666,0.49333333333333335,0.5066666666666667,0.58,0.47333333333333333,0.0,2.5999999999999996
2021-03-19,MA,TEWKSBURY HOSPITAL,TEWKSBURY,01876,25017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-19,MA,CAMBRIDGE HEALTH ALLIANCE,CAMBRIDGE,02138,25017,0.0,0.0,0.9166666666666666,6.526666666666666,5.0,0.94,0.9833333333333333,4.503333333333333,4.516666666666667,23.386666666666663
2021-03-19,MA,MELROSEWAKEFIELD HEALTHCARE,MELROSE,02176,25017,0.0,0.0,0.0,0.5233333333333333,0.51,0.49666666666666665,0.5433333333333333,0.0,5.0,7.073333333333333
2021-03-19,MA,METROWEST MEDICAL CENTER,FRAMINGHAM,01701,25017,0.0,0.4866666666666667,0.4866666666666667,0.5033333333333333,0.5333333333333333,0.9533333333333334,0.5166666666666667,0.9966666666666667,4.556666666666667,9.033333333333333
2021-03-19,MA,EMERSON HOSPITAL -,W CONCORD,01742,25017,0.0,0.0,0.0,0.48,0.5,4.0,0.0,5.0,10.0,19.98
2021-03-19,MA,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",BURLINGTON,01803,25017,0.0,0.0,0.5566666666666666,0.0,0.0,5.473333333333334,15.0,13.0,12.0,46.03
2021-03-19,MA,NEWTON-WELLESLEY HOSPITAL,NEWTON,02462,25017,0.53,0.49,0.0,0.0,0.5366666666666666,5.0,5.466666666666667,0.4766666666666667,4.0,16.5
2021-03-19,MA,MARLBOROUGH HOSPITAL,MARLBOROUGH,01752,25017,0.0,0.0,0.0,0.0,0.5033333333333333,0.5033333333333333,0.5066666666666667,0.45,0.52,2.4833333333333334
2021-03-19,MA,LOWELL GENERAL HOSPITAL,LOWELL,01854,25017,0.0,0.0,0.0,4.0,7.0,4.0,9.0,5.0,0.5333333333333333,29.533333333333335
2021-03-19,MA,SPAULDING HOSPITAL FOR CONTINUING MED CARE-CAMB,CAMBRIDGE,02138,25017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-19,MA,MOUNT AUBURN HOSPITAL,CAMBRIDGE,02138,25017,0.0,0.0,0.4666666666666667,0.0,0.52,1.0733333333333333,1.02,1.0533333333333332,5.473333333333334,9.606666666666666
2021-03-19,MA,NASHOBA VALLEY MEDICAL CENTER,AYER,01432,25017,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.4766666666666667,0.0,1.0266666666666668
2021-03-19,MA,WINCHESTER HOSPITAL,WINCHESTER,01890,25017,0.0,0.0,0.5333333333333333,0.5166666666666667,0.45666666666666667,0.5133333333333333,1.0,5.53,1.0433333333333332,9.593333333333334
2021-03-19,MA,NANTUCKET COTTAGE HOSPITAL,NANTUCKET,02554,25019,0.4766666666666667,0.0,4.0,0.0,0.0,0.5166666666666667,0.0,0.0,0.4766666666666667,5.47
2021-03-19,MA,SOUTH SHORE HOSPITAL,SOUTH WEYMOUTH,02190,25021,0.5033333333333333,0.0,0.9766666666666667,12.0,0.49333333333333335,8.513333333333334,18.0,18.0,9.0,67.48666666666666
2021-03-19,MA,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,NEEDHAM,02494,25021,0.0,0.0,0.0,0.5366666666666666,0.49,0.52,0.9466666666666667,5.0,5.0,12.493333333333332
2021-03-19,MA,NEW ENGLAND SINAI HOSPITAL,STOUGHTON,02072,25021,0.0,0.0,0.0,0.0,0.0,0.47,0.45,0.0,0.0,0.9199999999999999
2021-03-19,MA,BETH ISRAEL DEACONESS HOSPITAL-MILTON INC,MILTON,02186,25021,0.0,0.0,0.9866666666666667,0.4866666666666667,0.0,0.51,10.516666666666667,6.0,11.523333333333333,30.023333333333333
2021-03-19,MA,CURAHEALTH STOUGHTON,STOUGHTON,02072,25021,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,14.0
2021-03-19,MA,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,BROCKTON,02302,25023,0.0,0.0,0.0,0.9733333333333334,0.49333333333333335,0.0,0.5233333333333333,0.0,4.0,5.99
2021-03-19,MA,GOOD SAMARITAN MEDICAL CENTER,BROCKTON,02301,25023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-19,MA,BETH ISRAEL DEACONESS HOSPITAL - PLYMOUTH,PLYMOUTH,02360,25023,0.0,0.0,0.0,0.45666666666666667,0.99,13.0,11.0,13.496666666666666,6.54,45.48333333333333
2021-03-19,MA,"SHRINERS' HOSPITAL FOR CHILDREN - BOSTON, THE",BOSTON,02114,25025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-19,MA,HEBREW REHABILITATION CENTER,BOSTON,02131,25025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-19,MA,CARNEY HOSPITAL,BOSTON,02124,25025,0.0,0.0,0.0,0.0,0.0,0.0,0.4866666666666667,5.536666666666667,0.0,6.023333333333333
2021-03-19,MA,MASSACHUSETTS GENERAL HOSPITAL,BOSTON,02114,25025,0.52,0.0,0.9833333333333333,0.9466666666666667,5.0,8.0,4.0,5.0,4.0,28.45
2021-03-19,MA,NEW ENGLAND BAPTIST HOSPITAL,BOSTON,02120,25025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-19,MA,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,BRIGHTON,02135,25025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-19,MA,TUFTS MEDICAL CENTER,BOSTON,02111,25025,0.0,0.0,0.49,0.5033333333333333,0.5033333333333333,0.4766666666666667,5.0,0.0,0.0,6.973333333333334
2021-03-19,MA,DANA-FARBER CANCER INSTITUTE,BOSTON,02115,25025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-19,MA,LEMUEL SHATTUCK HOSPITAL,JAMAICA PLAIN,02130,25025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-19,MA,BOSTON CHILDREN'S HOSPITAL,BOSTON,02115,25025,14.0,0.5166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.516666666666667
2021-03-19,MA,BOSTON MEDICAL CENTER CORPORATION-,BOSTON,02118,25025,0.49333333333333335,0.49333333333333335,0.44666666666666666,4.0,8.0,6.0,7.0,0.5066666666666667,0.47,27.41
2021-03-19,MA,BRIGHAM AND WOMEN'S HOSPITAL,BOSTON,02115,25025,0.0,0.0,0.5066666666666667,0.49333333333333335,0.48333333333333334,0.5533333333333333,6.48,0.5133333333333333,0.5,9.530000000000001
2021-03-19,MA,MASSACHUSETTS EYE AND EAR INFIRMARY -,BOSTON,02114,25025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-19,MA,BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,02215,25025,0.0,0.0,4.0,0.47,0.9866666666666667,0.48333333333333334,4.523333333333333,6.54,1.0333333333333334,18.03666666666667
2021-03-19,MA,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,BOSTON,02130,25025,0.0,0.0,0.4866666666666667,0.0,0.5066666666666667,0.5033333333333333,0.5166666666666667,0.5233333333333333,0.4666666666666667,3.0033333333333334
2021-03-19,MA,ST ELIZABETH'S MEDICAL CENTER,BRIGHTON,02135,25025,0.0,0.0,0.0,0.0,0.4766666666666667,0.9433333333333334,0.49666666666666665,0.5133333333333333,0.48333333333333334,2.913333333333333
2021-03-19,MA,HEYWOOD HOSPITAL -,GARDNER,01440,25027,0.0,0.0,0.0,0.0,0.5366666666666666,0.5333333333333333,0.0,0.0,0.0,1.0699999999999998
2021-03-19,MA,UMASS MEMORIAL MEDICAL CENTER INC,WORCESTER,01655,25027,9.0,0.0,0.9966666666666667,0.5266666666666666,4.0,5.493333333333333,0.9733333333333334,4.496666666666667,0.9766666666666667,26.46333333333333
2021-03-19,MA,ST VINCENT HOSPITAL,WORCESTER,01608,25027,0.0,0.0,0.0,0.5,0.48333333333333334,0.0,4.0,0.5033333333333333,0.4766666666666667,5.963333333333333
2021-03-19,MA,ATHOL MEMORIAL HOSPITAL,ATHOL,01331,25027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-19,MA,WHITTIER REHABILITATION HOSPITAL,WESTBOROUGH,01581,25027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-19,MA,HEALTH ALLIANCE - CLINTON HOSPITAL,LEOMINSTER,01453,25027,0.0,0.0,0.5066666666666667,0.0,0.0,0.0,0.44,0.9533333333333334,0.48333333333333334,2.3833333333333333
2021-03-19,MA,ADCARE HOSPITAL OF WORCESTER INC,WORCESTER,01605,25027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-19,MA,MILFORD REGIONAL MEDICAL CENTER,MILFORD,01757,25027,0.5166666666666667,0.0,0.0,0.5333333333333333,5.0,4.0,0.4533333333333333,0.44666666666666666,0.5133333333333333,11.463333333333335
2021-03-19,MA,VIBRA HOSPITAL OF WESTERN MASS - CENTRAL CAMPUS,ROCHDALE,01542,25027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-19,MA,HARRINGTON MEMORIAL HOSPITAL-1,SOUTHBRIDGE,01550,25027,0.0,0.0,0.0,0.0,0.0,0.0,0.5633333333333334,0.4666666666666667,0.5666666666666667,1.5966666666666667
2021-03-12,MA,CAPE COD HOSPITAL,HYANNIS,02601,25001,0.0,0.4866666666666667,0.0,0.5366666666666666,0.49,0.47333333333333333,7.0,6.0,0.0,14.986666666666666
2021-03-12,MA,FALMOUTH HOSPITAL,FALMOUTH,02540,25001,0.0,0.0,0.0,0.5166666666666667,0.0,0.5166666666666667,0.51,0.0,0.5233333333333333,2.066666666666667
2021-03-12,MA,BERKSHIRE MEDICAL CENTER INC - 1,PITTSFIELD,01201,25003,0.48333333333333334,0.0,6.0,4.0,4.0,6.0,12.483333333333333,23.49,19.0,75.45666666666666
2021-03-12,MA,FAIRVIEW HOSPITAL,GREAT BARRINGTON,01230,25003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12,MA,STURDY MEMORIAL HOSPITAL,ATTLEBORO,02703,25005,0.0,0.0,0.0,0.5133333333333333,0.0,7.513333333333334,6.48,6.0,13.0,33.50666666666666
2021-03-12,MA,VIBRA HOSPITAL OF SOUTHEASTERN MASSACHUSETTS,NEW BEDFORD,02745,25005,0.0,0.0,0.48,0.0,0.45666666666666667,4.0,0.48333333333333334,0.5133333333333333,0.0,5.933333333333334
2021-03-12,MA,"SOUTHCOAST HOSPITAL GROUP, INC",FALL RIVER,02720,25005,0.5433333333333333,0.0,0.9666666666666667,0.98,8.483333333333333,30.513333333333332,40.0,37.0,42.0,160.48666666666668
2021-03-12,MA,SAINT ANNE'S HOSPITAL,FALL RIVER,02721,25005,0.0,0.0,0.0,0.0,0.0,0.47333333333333333,0.5066666666666667,0.49333333333333335,0.0,1.4733333333333334
2021-03-12,MA,MORTON HOSPITAL,TAUNTON,02780,25005,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.52,0.5466666666666666,6.066666666666666
2021-03-12,MA,MARTHA'S VINEYARD HOSPITAL INC,OAK BLUFFS,02557,25007,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.53,0.0,1.01
2021-03-12,MA,BEVERLY HOSPITAL CORPORATION,BEVERLY,01915,25009,0.0,0.0,0.0,0.0,0.0,1.0133333333333334,1.0033333333333334,0.9966666666666667,1.0633333333333332,4.076666666666667
2021-03-12,MA,LAWRENCE GENERAL HOSPITAL,LAWRENCE,01842,25009,0.55,0.0,0.0,0.5233333333333333,0.95,0.54,0.5433333333333333,1.0566666666666666,5.49,9.653333333333332
2021-03-12,MA,WHITTIER REHABILITATION HOSPITAL - BRADFORD,BRADFORD,01835,25009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12,MA,ANNA JAQUES HOSPITAL,NEWBURYPORT,01950,25009,0.0,0.0,0.0,0.0,0.0,0.4766666666666667,0.47,1.01,0.47333333333333333,2.4299999999999997
2021-03-12,MA,HOLY FAMILY HOSPITAL,METHUEN,01844,25009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12,MA,NORTH SHORE MEDICAL CENTER -,SALEM,01970,25009,0.0,0.51,0.5033333333333333,0.47333333333333333,0.47,0.4666666666666667,0.5,0.5133333333333333,0.53,3.966666666666667
2021-03-12,MA,BAYSTATE FRANKLIN MEDICAL CENTER,GREENFIELD,01301,25011,0.0,0.0,0.0,0.0,0.0,0.0,0.4766666666666667,0.48,0.0,0.9566666666666667
2021-03-12,MA,HOLYOKE MEDICAL CENTER,HOLYOKE,01040,25013,0.0,0.0,0.0,0.51,0.44666666666666666,0.49666666666666665,0.0,0.5333333333333333,0.4866666666666667,2.473333333333333
2021-03-12,MA,BAYSTATE NOBLE HOSPITAL,WESTFIELD,01085,25013,0.0,0.0,0.0,0.49333333333333335,0.0,0.4766666666666667,0.4766666666666667,0.0,0.46,1.9066666666666667
2021-03-12,MA,SHRINERS' HOSPITAL FOR CHILDREN (THE),SPRINGFIELD,01104,25013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12,MA,BAYSTATE MEDICAL CENTER,SPRINGFIELD,01199,25013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12,MA,WESTERN MASSACHUSETTS HOSPITAL,WESTFIELD,01085,25013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12,MA,MERCY MEDICAL CTR,SPRINGFIELD,01104,25013,0.0,0.0,0.5066666666666667,0.5133333333333333,0.0,0.5066666666666667,5.513333333333334,1.01,0.5066666666666667,8.556666666666667
2021-03-12,MA,BAYSTATE WING HOSPITAL AND MEDICAL CENTERS,PALMER,01069,25013,0.0,0.0,0.0,0.0,0.0,0.4633333333333333,0.42,9.0,0.5333333333333333,10.416666666666666
2021-03-12,MA,"COOLEY DICKINSON HOSPITAL INC,THE",NORTHAMPTON,01060,25015,0.0,0.0,0.0,0.0,0.0,0.4633333333333333,0.5233333333333333,0.0,0.5133333333333333,1.5
2021-03-12,MA,SPAULDING HOSPITAL FOR CONTINUING MED CARE-CAMB,CAMBRIDGE,02138,25017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12,MA,CAMBRIDGE HEALTH ALLIANCE,CAMBRIDGE,02138,25017,0.0,0.0,0.0,0.48,0.0,4.56,0.5233333333333333,0.4533333333333333,0.5033333333333333,6.519999999999999
2021-03-12,MA,MARLBOROUGH HOSPITAL,MARLBOROUGH,01752,25017,0.0,0.0,0.5133333333333333,0.0,0.0,0.0,0.9733333333333334,0.4633333333333333,0.45666666666666667,2.4066666666666667
2021-03-12,MA,NASHOBA VALLEY MEDICAL CENTER,AYER,01432,25017,0.0,0.0,0.0,0.0,0.0,0.0,0.5133333333333333,0.49,0.0,1.0033333333333334
2021-03-12,MA,WINCHESTER HOSPITAL,WINCHESTER,01890,25017,0.0,0.0,0.48333333333333334,0.0,0.9933333333333333,1.0266666666666666,7.0,0.49,5.47,15.463333333333331
2021-03-12,MA,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",BURLINGTON,01803,25017,0.0,0.0,0.4866666666666667,0.97,0.9866666666666667,1.05,11.0,13.546666666666667,12.513333333333334,40.553333333333335
2021-03-12,MA,LOWELL GENERAL HOSPITAL,LOWELL,01854,25017,0.0,0.0,0.5566666666666666,6.0,0.5166666666666667,0.5033333333333333,5.0,4.0,4.0,20.576666666666668
2021-03-12,MA,MELROSEWAKEFIELD HEALTHCARE,MELROSE,02176,25017,0.0,0.0,0.4766666666666667,0.48,0.49666666666666665,0.4766666666666667,0.5633333333333334,0.5033333333333333,0.5166666666666667,3.513333333333333
2021-03-12,MA,TEWKSBURY HOSPITAL,TEWKSBURY,01876,25017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5133333333333333,0.0,0.5133333333333333
2021-03-12,MA,EMERSON HOSPITAL -,W CONCORD,01742,25017,0.0,0.0,0.48333333333333334,0.0,0.0,0.0,0.9766666666666667,4.0,13.0,18.46
2021-03-12,MA,METROWEST MEDICAL CENTER,FRAMINGHAM,01701,25017,0.0,0.0,0.5233333333333333,0.49333333333333335,0.5166666666666667,0.0,7.536666666666667,0.49,0.9866666666666667,10.546666666666669
2021-03-12,MA,MOUNT AUBURN HOSPITAL,CAMBRIDGE,02138,25017,0.0,0.0,0.4866666666666667,0.4533333333333333,0.5366666666666666,1.0333333333333334,7.53,6.5,6.0,22.540000000000003
2021-03-12,MA,NEWTON-WELLESLEY HOSPITAL,NEWTON,02462,25017,0.0,0.49,0.45,0.47333333333333333,0.0,0.5166666666666667,0.5133333333333333,4.0,0.49,6.933333333333334
2021-03-12,MA,NANTUCKET COTTAGE HOSPITAL,NANTUCKET,02554,25019,0.0,0.0,0.4766666666666667,0.5233333333333333,0.0,0.0,0.0,0.5333333333333333,0.0,1.5333333333333332
2021-03-12,MA,BETH ISRAEL DEACONESS HOSPITAL-MILTON INC,MILTON,02186,25021,0.0,0.0,0.49666666666666665,0.5066666666666667,1.0266666666666666,5.0,6.0,11.506666666666666,8.0,32.53666666666667
2021-03-12,MA,SOUTH SHORE HOSPITAL,SOUTH WEYMOUTH,02190,25021,0.0,0.4866666666666667,0.94,4.466666666666667,5.52,11.0,19.0,17.0,9.0,67.41333333333333
2021-03-12,MA,CURAHEALTH STOUGHTON,STOUGHTON,02072,25021,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,18.0
2021-03-12,MA,NEW ENGLAND SINAI HOSPITAL,STOUGHTON,02072,25021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5
2021-03-12,MA,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,NEEDHAM,02494,25021,0.0,0.0,0.5,0.5433333333333333,0.52,0.4766666666666667,6.49,6.486666666666666,10.443333333333333,25.46
2021-03-12,MA,GOOD SAMARITAN MEDICAL CENTER,BROCKTON,02301,25023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12,MA,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,BROCKTON,02302,25023,0.0,0.0,0.0,0.48333333333333334,0.5066666666666667,0.5,0.5,0.0,0.48333333333333334,2.4733333333333336
2021-03-12,MA,BETH ISRAEL DEACONESS HOSPITAL - PLYMOUTH,PLYMOUTH,02360,25023,0.0,0.0,0.4766666666666667,0.9433333333333334,1.0066666666666666,12.49,13.523333333333333,22.0,11.506666666666666,61.946666666666665
2021-03-12,MA,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,BOSTON,02130,25025,0.0,0.0,0.0,0.0,0.4666666666666667,0.55,0.4666666666666667,8.0,5.0,14.483333333333334
2021-03-12,MA,DANA-FARBER CANCER INSTITUTE,BOSTON,02115,25025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12,MA,LEMUEL SHATTUCK HOSPITAL,JAMAICA PLAIN,02130,25025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12,MA,TUFTS MEDICAL CENTER,BOSTON,02111,25025,0.4766666666666667,0.0,0.5233333333333333,0.5533333333333333,5.0,0.5233333333333333,0.49666666666666665,0.54,0.45,8.563333333333333
2021-03-12,MA,MASSACHUSETTS GENERAL HOSPITAL,BOSTON,02114,25025,0.5066666666666667,0.0,0.0,0.0,0.52,10.0,11.0,0.49333333333333335,0.45,22.970000000000002
2021-03-12,MA,CARNEY HOSPITAL,BOSTON,02124,25025,0.0,0.0,0.43666666666666665,0.0,0.0,0.5066666666666667,0.5066666666666667,0.47333333333333333,0.5033333333333333,2.4266666666666667
2021-03-12,MA,BOSTON CHILDREN'S HOSPITAL,BOSTON,02115,25025,8.516666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.516666666666667
2021-03-12,MA,BOSTON MEDICAL CENTER CORPORATION-,BOSTON,02118,25025,0.0,0.47,0.5033333333333333,1.0266666666666666,0.5433333333333333,13.496666666666666,11.0,0.9866666666666667,0.0,28.026666666666664
2021-03-12,MA,ST ELIZABETH'S MEDICAL CENTER,BRIGHTON,02135,25025,0.0,0.0,0.5166666666666667,0.0,0.0,0.0,0.5033333333333333,0.51,0.5166666666666667,2.0466666666666664
2021-03-12,MA,HEBREW REHABILITATION CENTER,BOSTON,02131,25025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12,MA,MASSACHUSETTS EYE AND EAR INFIRMARY -,BOSTON,02114,25025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12,MA,BETH ISRAEL DEACONESS MEDICAL CENTER,BOSTON,02215,25025,0.0,0.0,0.5033333333333333,0.49,5.44,5.52,11.0,10.0,5.463333333333333,38.416666666666664
2021-03-12,MA,BRIGHAM AND WOMEN'S HOSPITAL,BOSTON,02115,25025,0.0,0.5633333333333334,0.0,0.5033333333333333,0.5666666666666667,0.49333333333333335,0.5,0.43333333333333335,4.0,7.0600000000000005
2021-03-12,MA,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,BRIGHTON,02135,25025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12,MA,"SHRINERS' HOSPITAL FOR CHILDREN - BOSTON, THE",BOSTON,02114,25025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12,MA,NEW ENGLAND BAPTIST HOSPITAL,BOSTON,02120,25025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-12,MA,HEALTH ALLIANCE - CLINTON HOSPITAL,LEOMINSTER,01453,25027,0.0,0.0,0.49,0.5166666666666667,0.0,1.0266666666666666,0.4766666666666667,0.49333333333333335,0.49666666666666665,3.5
